price,address,beds,baths,sq_feet,type,urls,lat,lon,description
495000,"1712 Mullikin Dr, Champaign, IL 61822",4.0,6.0,3127.0, House for sale,https://www.zillow.com/homedetails/1712-Mullikin-Dr-Champaign-IL-61822/65290313_zpid/,40.094547271728516,-88.32243347167969,"""Located centrally in the highly desirable neighborhood Trails at Brittany, this charming home is a sanctuary. The two-story open loft entry is flanked by dining and sitting rooms with custom draperies and lovely outdoor views. Hardwood floors cover the main floor leading to the modern kitchen with granite countertops, plentiful custom cabinets, stainless steel Viking and Bosch appliances (including a new refrigerator and microwave in 2021), and a spacious desk workplace. The great room with gas fireplace and breakfast area with upgraded chandelier lighting have motorized blinds, custom draperies throughout, and backyard views of the neighborhood lake. The professionally landscaped yard with stamped backyard patio has bordered flower beds. Four of five bedrooms are upstairs, making this a perfect retreat. The Master Suite presents another fantastic chandelier, granite bathroom with large dual shower, dual sinks and fully customized master closet. Finished basement has a 5th large bedroom with 4 mirrored closet doors and full bath, separate office, and a large recreation room with a 3-person counter, wet bar, and refrigerator. In-wall theater speaker systems in the Master bedroom and basement and whole-house audio provide terrific listening and viewing experiences. Coming home to this house was always a joy to it's current owners, as it will be for you!"""
179900,"213 W Stanage Ave, Champaign, IL 61820",3.0,2.0,1532.0, House for sale,https://www.zillow.com/homedetails/213-W-Stanage-Ave-Champaign-IL-61820/3226351_zpid/,40.10468673706055,-88.24649047851562,"""Don't miss your opportunity to own this fantastic property with a perfect location that is placed on a large corner lot within walking distance to the U of I campus, bus lines, restaurants, stores, and parks! The first floor features newer flooring with a generously sized family room, living room, and dining area. You'll especially love the updated kitchen with beautiful white cabinets and plenty of space. Two large bedrooms and an updated bathroom finish off the first floor. Head upstairs to a large room perfect for a bedroom, office, or much more! In the basement, you'll find the 4th oversized bedroom and office space conveniently located next to an additional updated full bathroom. A large laundry and storage area finish off this exceptional space. Outback you'll enjoy the patio and 1.5 detached garage. A solid rental history with a constant flow of tenants brings in $1900/month makes this property one you don't want to miss!"""
248500,"2505 Windward Blvd #2505, Champaign, IL 61821",3.0,3.0,2410.0, Under Contract,https://www.zillow.com/homedetails/2505-Windward-Blvd-2505-Champaign-IL-61821/2076792520_zpid/,40.082244873046875,-88.27084350585938,"'Stunning condo remodel...Nothing to do but move in and enjoy living in this sought after Ponds of Windsor location! 2400 sqft. 1.5 story, 3 BR 2.5 bath has super layout. Hard to find large FIRST FLOOR MASTER suite with direct access to the enclosed porch, double closets, double sinks, a deep whirlpool tub & separate shower.  Large living room with gleaming hardwood floors, soaring cathedral ceilings w/skylights & gorgeous floor to ceiling stone fireplace. French doors leading to  heated, 4-season sunroom to extend living space...relax & enjoy the wide open,  rural sunset views. Convenient  entry from attached garage thru laundry room to kitchen. Lg. pantry in utility room. Newer, high end washer/dryer conveys.  This upscale condo is larger than most other models and has recently been completely updated. Kitchen with beautiful Cambria Quartz counter tops, coordinating ceramic tile backsplash, Corian sink, custom wine rack & under counter lighting & high end, dark stainless appliances. Spacious upstairs loft/landing suitable for reading nook or zoom room/office area to work from home. Lots of storage throughout, plus big, walk in closets in all 3 bedrooms.  Large, separate dining room has bay window & hardwood floors. Ceramic tile flooring in kitchen, laundry, baths & sunroom. Updated fans/light/plumbing fixtures. Professionally painted in current shades of grey. Owner has really enjoyed living here & you will too...Call today to schedule a showing!'"
190000,"2312 Blackthorn Dr, Champaign, IL 61821",3.0,2.0,1696.0, Under Contract,https://www.zillow.com/homedetails/2312-Blackthorn-Dr-Champaign-IL-61821/3231439_zpid/,40.08863830566406,-88.28406524658203,"""This is the home you've been waiting for!  This 3 bedroom, 2 bathroom ranch has so much to offer.  The floor plan provides a flexible layout with a living room, family room and heated/cooled sunroom.  If you need more storage, you'll love the built-in pantry with roll out drawers, and the extra cabinetry offered off of the peninsula in the kitchen and surrounding the fireplace in the family room.  Escape to the fenced-in backyard at the end of a long day to relax on the paver patio and deck or to do a little herb gardening.  You'll appreciate all of the updates throughout including the kitchen with tiled backsplash, quartz countertops, and soft-closed drawers, updated bathrooms, gas fireplace with remote and blower, flooring in the main living areas, double hung windows many with new blinds, fresh paint inside and out, and there's a new roof coming this spring.  Don't let this well-maintained, well-loved home pass you by!"""
226900,"3006 W Hensley Rd, Champaign, IL 61822",4.0,2.0,1845.0, House for sale,https://www.zillow.com/homedetails/3006-W-Hensley-Rd-Champaign-IL-61822/3201859_zpid/,40.186180114746094,-88.29718017578125,'Plenty of living space throughout this four-bedroom ranch that has been updated/redone on the inside plus sits on a 1-acre lot.  Gorgeous refinished hardwood flooring throughout the spacious living room and three of the four bedrooms.  New vinyl tile flooring throughout the eat-in kitchen and family room and all new SS appliances have been ordered for the kitchen as well.  The Master bath and hall bath have been updated.  Freshly painted throughout.  Enjoy the wrap-around deck or the back deck with pergola.  Over-sized 2-car detached garage.  Fiber optic internet is available for this property.'
78500,"1304 Hedge Rd, Champaign, IL 61821",3.0,2.0,1242.0, House for sale,https://www.zillow.com/homedetails/1304-Hedge-Rd-Champaign-IL-61821/3220754_zpid/,40.128509521484375,-88.26860046386719,"""There is so much to enjoy in this updated home centrally located near shops, restaurants, and Parkland College! A front porch greets you, leading you to a spacious and bright living room. Low maintenance ceramic tile flooring flows throughout most of the house. Cooking is easy in the updated eat-in kitchen, thanks to newer cabinets and tons of prep space. Just off the kitchen is a separate family room with tons of natural light, stylish wood laminate flooring, and attached full bath. You'll find plenty of storage in all three spacious bedrooms as well as in the second full bath. Relax in the enclosed porch or on the large wood deck overlooking the spacious and fully fenced backyard. The home is currently rented for $1150/mo, offering great profit potential for investors! Ceramic tile floors, vinyl windows, new doors, updated appliances and kitchen, and ceiling fans all added in 2016. Come check it out today!"""
850000,"4013 Lakepoint Rd, Champaign, IL 61822",4.0,6.0,5680.0, House for sale,https://www.zillow.com/homedetails/4013-Lakepoint-Rd-Champaign-IL-61822/3198257_zpid/,40.08938217163086,-88.31254577636719,"'Inspired by French architecture and exceptionally constructed for the owner; this astonishing residence offers a fascinating interior.   This totally brick property is situated on a serene lake in a private, gated neighborhood, close to Lincolnshire Fields Country Club.  The front entrance is highlighted by the convenient circular driveway and landscaped courtyard with fountain.  The welcoming foyer is bordered by a curved staircase and offers access to the both the formal living and dining rooms, vaulted Great Room and main level Master Retreat.  The extensive kitchen includes all the appliances, island, deep counters, planning desk and a breakfast area which opens to the sunroom.  The first floor master suite offers a tranquil oasis with lake views and a fireplace. The bath is comprised of a whirlpool tub, separate vanities, shower, and walk-in closets.  A circular wood staircase connects the suite with the second-floor study, loaded with wood bookcases and cabinetry.  The second floor offers an open gallery loft and 4 generously sized en-suites. The basement features an enormous family room with fireplace, billiard area, exercise/dance studio, full bath, wine cellar and storage rooms.  Outdoor entertainment is enhanced with the stainless-steel lined pool, pool house and newer deck surrounded by a brick wall.  The 3.5 car garage can accommodate 4 cars!  Professional landscaping borders the grounds.  Immediate Possession.'"
549900,"4017 Riverknoll Dr, Champaign, IL 61822",4.0,4.0,3430.0, House for sale,https://www.zillow.com/homedetails/4017-Riverknoll-Dr-Champaign-IL-61822/3197866_zpid/,40.09602355957031,-88.31371307373047,"""This Magnificent House is Ready to be Your Home! Nestled in a quiet Cul-de-sac in Lincolnshire Fields subdivision, this 2 story home offers 4 beds and 3.5 baths. The beautiful kitchen offers updated cabinets and appliances, and a bay window, enjoy eating at the island or in the connecting dining area. There is also a separate formal dining room for hosting guests! Enjoy hardwood floors throughout the home, large windows for lots of natural light, vaulted ceilings, a relaxing screened in porch that leads out to a deck with gorgeous views of the pond, and a finished walkout basement! The basement also has a convenient full bathroom. You won't want to miss out on this home, take a look today!"""
116900,"1508 Cambridge Dr, Champaign, IL 61821",3.0,1.0,1167.0, House for sale,https://www.zillow.com/homedetails/1508-Cambridge-Dr-Champaign-IL-61821/3227855_zpid/,40.098411560058594,-88.27201843261719,"'Perfect for first time home owner or investor! Move in ready. Hardwood floors and fireplace highlight the spacious living area in this 3 bedroom home. Newly painted interior. Cook and entertain in the kitchen with tile flooring and appliances and tile back splash. Wood burning fireplace and closet turned into office. Sliding door offers access to deck, perfect for outdoor living, and a premium playhouse. New fenced in yard and fresh landscaping. Updates include electrical 2015, water heater 2015 and A/C 2007. 1 YEAR HOME WARRANTY included! Convenient to shops, schools and restaurants.'"
359000,"4509 Doverbrook Dr, Champaign, IL 61822",4.0,3.0,2760.0, House for sale,https://www.zillow.com/homedetails/4509-Doverbrook-Dr-Champaign-IL-61822/54477541_zpid/,40.0899543762207,-88.32081604003906,"""Like having a HUGE backyard that you don't have to mow - this perfect family home sits on Mullikin Park in Ironwood Subdivision!  Warm wood floors and beautiful stone tile in the two-story entryway lead you past the staircase into the eat-in kitchen. Recent remodel gives the kitchen an elegant and modern feel. You will find beautiful quartz countertops, custom-built glazed cabinets, brand-new stainless steel appliances, and a commercial exhaust system. Walk out the sliding door, and enjoy the view of Mullikin Park from the screened-in porch and brick paver patio. Kitchen opens to the family room. Crown moulding in the formal living room and dining room. Mudroom with built-in cabinets, hooks, and shoe cubbies. Large master suite with vaulted ceiling, spacious bath, double sinks, oversize Jacuzzi, separate shower, and walk-in closet. The remaining 3 bedrooms have double closets. Convenient 2nd floor laundry room with closet and shelving. Ceiling fans in all bedrooms and family room. High efficiency gas fireplace in family room. Hardwood floors in living room, dining room, family room, staircase, and upstairs hallway.  Ceramic and stone tile in entryway, kitchen, bathrooms, mudroom, and laundry room. Solid oak, 6-panel doors throughout the home. In the winter months, enjoy entertainment and recreation in the warm, carpeted finished basement.  Basement has roughed-in bath and plenty of storage.  Spacious 3 car garage with extra depth. New roof and gutters. New A/C. High-efficiency, zoned HVAC system and two 50 gallon water heaters. Mature and tasteful landscaping, gardens, and trees. This is a great location! Just minutes away from the YMCA and Judah Christian School. A wonderful home in an excellent neighborhood!"""
278900,"2813 Cherry Hills Dr, Champaign, IL 61822",4.0,3.0,3275.0, House for sale,https://www.zillow.com/homedetails/2813-Cherry-Hills-Dr-Champaign-IL-61822/51315547_zpid/,40.07831573486328,-88.29431915283203,"""Spacious home with over 3200 square feet in an ideal location backing up to Hallbeck Park. This former showcase home offers generous spaces throughout starting with a large entryway, formal living room, separate dining room with tray ceiling, gourmet kitchen with large island for cooking or entertaining, adjoining family room with cathedral ceilings, guest bathroom, large mudroom, laundry room and an enclosed sunroom overlooking the expansive and private fenced in backyard. Upstairs you'll find the oversized master suite with private bath and walk-in closet, 3 additional nicely sized bedrooms, a full bath, and a huge versatile bonus room.  New furnace and A/C 2018, granite countertops, tile surround in master bath, all new bathroom fixtures, roof and skylights new in 2016, updated lighting, fresh paint, and newly shampooed carpets."""
350000,"810 Hamilton Dr, Champaign, IL 61820",4.0,3.0,2414.0, House for sale,https://www.zillow.com/homedetails/810-Hamilton-Dr-Champaign-IL-61820/3226235_zpid/,40.100669860839844,-88.25723266601562,"'Lovely well kept brick ranch situated on corner lot, conveniently located just west of Hessel Park.  This home boasts of  Four bedrooms, 2 baths, partial unfinished basement with laundry and third bathroom, good for storage and storms, Dining room is separate but right off  kitchen and living room, has east/ south facing windows. Living room has limestone  fireplace and south facing windows that stream tremendous natural light.   4 seasons room has wood burning stove and overlooks private rear yard, easy access to garage.  Updated kitchen from top to bottom with granite countertops, custom designed cabinets,  upper end appliances.  Remodeled bathroom with large step in shower.  Side load 2 car garage.  Newer thermo windows, A/C 2010 , roof 2014, kitchen done in 2008. Bathroom remodel 2010... ....Extra large lot nicely landscaped.'"
230000,"1618 Cobblefield Rd, Champaign, IL 61822",3.0,3.0,1953.0, Under Contract,https://www.zillow.com/homedetails/1618-Cobblefield-Rd-Champaign-IL-61822/65293901_zpid/,40.098331451416016,-88.30763244628906,"'Move right in to this stunning condo located in The Greens at Lincolnshire Fields! You will love the ease of condo living with high end fixtures and tons of space! You are immediately drawn inside thanks to the charming exterior with lush landscaping. Through the front door is an inviting entry way with warm hardwood flooring that opens into a grand living room with 2-story ceilings, floor to ceiling windows, and a gas log fireplace. You will love cooking in this updated kitchen with a convenient breakfast bar for additional seating. The formal dining room opens to the kitchen and offers access to the large patio with privacy divide, which overlooks the landscaped backyard. A half bath and laundry room with cabinetry and sink round out the main level. Unwind in the large master suite featuring a large walk-in closet with built-in shelving and a full bath with dual sinks. The second floor also includes two large bedrooms, one with dual closets, and an additional full bathroom. Entertain with ease thanks to the community putting green, built-in stone firepit, and pond! You will not want to miss this one so check it out today!'"
137800,"1708 Patricia Ct, Champaign, IL 61821",2.0,2.0,1150.0, Multi,https://www.zillow.com/homedetails/1708-Patricia-Ct-Champaign-IL-61821/70052348_zpid/,40.11088943481445,-88.27497100830078,"'Seller says sell NOW!!  So price is well below the last sales at this complex. One story zero step entry access in this lovely 2BR/2BA ranch zero lot home.  Mandatory home owners association so it acts like a condo but is a zerolot so all forms of financing are available.  Association does lawn care, snow removal and garbage hauling.   Cathedral ceilings in great room, Handicap accessible toilets,2019 new kitchen sink and corian counters with ceramic back splash, new ultra quiet dishwasher, refrigerator and washer/dryer new in 2016, garge floor epoxied with additional lighting heat vent and the collapsing work bench, rolling oak storage cabinet and remote garage vacuum stay. Dec 2020 new lifetime stain warranty carpet and luxury pad installed.  Closets and laundry have additional shelves and racks installed for storage.'"
42500,"1619 Hedge Rd, Champaign, IL 61821",3.0,1.0,864.0, House for sale,https://www.zillow.com/homedetails/1619-Hedge-Rd-Champaign-IL-61821/3220277_zpid/,40.13315200805664,-88.27511596679688,"'Take a look at this great 3 bed/ 1 bath home in Champaign! Great location and mature trees on the property! This home would make an excellent investment property! Broker owned, will be SOLD AS IS. Property is currently being rented through March 2022. Schedule a tour today!'"
99900,"3211 W John St, Champaign, IL 61821",3.0,1.0,1084.0, House for sale,https://www.zillow.com/homedetails/3211-W-John-St-Champaign-IL-61821/3229865_zpid/,40.10878372192383,-88.30028533935547,"'Move right into this spacious 3 bed, 1 bath home centrally located near shops, restaurants, and local parks! The living room is cozy with new carpet floors and is flooded with natural light thanks to the large front window. The eat-in kitchen with new vinyl flooring is impressive in size with lots of space for a breakfast table. The new carpeting extends into all three bedrooms, each of them featuring large closets with shelving. Two closets for storage and a closet with laundry hookups can be found leading to the bright bathroom. Enjoy time outside on the screened in porch overlooking the spacious fenced-in backyard! This place is waiting for new owners. Check it out today!'"
99900,"2404 1/2 W John St, Champaign, IL 61821",3.0,1.0,1260.0, House for sale,https://www.zillow.com/homedetails/2404-1-2-W-John-St-Champaign-IL-61821/2079416280_zpid/,40.109676361083984,-88.28707122802734,"'Enjoy this move-in ready home nestled into the neighborhood with convenient location to schools, parks, restaurants, and more! The long driveway leads to a secluded setting. Once inside, the large family and living rooms welcome you into the house, which has newer carpeting (2018), recessed lights, and neutral paint colors throughout. The eat-in kitchen has a large table space, plenty of countertops and working area, and newer cabinetry. Entertain with ease in the oversized fenced-in backyard! Deep 1.5 car garage with attic above for storage! New siding in 2018, new a/c in 2017, newer water heater and windows, and many other updates! A great home ready for your personal touch. Come see all this home has to offer!'"
